Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,equals,SIMPLE_NAME, line no: 182, 1.0, 0.21705426356589147, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.4573643410852713, 0.4573643410852713, 1.0
y0,SIMPLE_NAME, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 0.45454545454545453, 0.45454545454545453, 1.0
y0,SIMPLE_NAME, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 0.45454545454545453, 0.45454545454545453, 1.0
y1,SIMPLE_NAME, line no: 443,2 * y0 + y1,INFIX_EXPRESSION, line no: 447, 0.45454545454545453, 0.45454545454545453, 1.0
y1,SIMPLE_NAME, line no: 443,y0 + 2 * y1,INFIX_EXPRESSION, line no: 447, 0.45454545454545453, 0.45454545454545453, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.45384615384615384, 0.45384615384615384, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.45384615384615384, 0.45384615384615384, 1.0
abs,SIMPLE_NAME, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.45038167938931295, 0.45038167938931295, 1.0
abs,SIMPLE_NAME, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.45038167938931295, 0.45038167938931295, 1.0
abs,SIMPLE_NAME, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 0.45038167938931295, 0.45038167938931295, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.45038167938931295, 0.45038167938931295, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.45038167938931295, 0.45038167938931295, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4496124031007752, 0.4496124031007752, 1.0
y0,SIMPLE_NAME, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.44696969696969696, 0.44696969696969696, 1.0
y0,SIMPLE_NAME, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.44696969696969696, 0.44696969696969696, 1.0
y0,SIMPLE_NAME, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 0.44696969696969696, 0.44696969696969696, 1.0
y1,SIMPLE_NAME, line no: 443,(2 * y0 + y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.44696969696969696, 0.44696969696969696, 1.0
y1,SIMPLE_NAME, line no: 443,(y0 + 2 * y1),PARENTHESIZED_EXPRESSION, line no: 447, 0.44696969696969696, 0.44696969696969696, 1.0
y1,SIMPLE_NAME, line no: 443,y0 * y0,INFIX_EXPRESSION, line no: 448, 0.44696969696969696, 0.44696969696969696, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,rotation,SIMPLE_NAME, line no: 84, 0.4461538461538462, 0.007692307692307693, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 0.4461538461538462, 0.007692307692307693, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 0.4461538461538462, 0.007692307692307693, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4461538461538462, 0.4461538461538462, 1.0
0.00001,NUMBER_LITERAL, line no: 443,rotation,SIMPLE_NAME, line no: 84, 0.4461538461538462, 0.007692307692307693, 1.0
0.00001,NUMBER_LITERAL, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 0.4461538461538462, 0.007692307692307693, 1.0
0.00001,NUMBER_LITERAL, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 0.4461538461538462, 0.007692307692307693, 1.0
abs,SIMPLE_NAME, line no: 443,rotation,SIMPLE_NAME, line no: 84, 0.44274809160305345, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 0.44274809160305345, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 0.44274809160305345, 0.007633587786259542, 1.0
abs,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 0.44274809160305345, 0.44274809160305345, 1.0
abs,SIMPLE_NAME, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 0.44274809160305345, 0.44274809160305345, 1.0
abs,SIMPLE_NAME, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.44274809160305345, 0.44274809160305345, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,rotation,SIMPLE_NAME, line no: 84, 0.44274809160305345, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 0.44274809160305345, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 0.44274809160305345, 0.007633587786259542, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.44274809160305345, 0.44274809160305345, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4418604651162791, 0.4418604651162791, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4418604651162791, 0.4418604651162791, 1.0
y0,SIMPLE_NAME, line no: 443,rotation,SIMPLE_NAME, line no: 84, 0.4393939393939394, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 0.4393939393939394, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 0.4393939393939394, 0.007575757575757576, 1.0
y0,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4393939393939394, 0.4393939393939394, 1.0
y0,SIMPLE_NAME, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 0.4393939393939394, 0.4393939393939394, 1.0
y0,SIMPLE_NAME, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4393939393939394, 0.4393939393939394, 1.0
y1,SIMPLE_NAME, line no: 443,rotation,SIMPLE_NAME, line no: 84, 0.4393939393939394, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,cantAngle,SIMPLE_NAME, line no: 95, 0.4393939393939394, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,tabShift,SIMPLE_NAME, line no: 118, 0.4393939393939394, 0.007575757575757576, 1.0
y1,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4393939393939394, 0.4393939393939394, 1.0
y1,SIMPLE_NAME, line no: 443,x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 0.4393939393939394, 0.4393939393939394, 1.0
y1,SIMPLE_NAME, line no: 443,y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4393939393939394, 0.4393939393939394, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 0.43846153846153846, 0.43846153846153846, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.43846153846153846, 0.43846153846153846, 1.0
abs,SIMPLE_NAME, line no: 443,this.cantAngle,FIELD_ACCESS, line no: 203, 0.4351145038167939, 0.20610687022900764, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabHeight,FIELD_ACCESS, line no: 273, 0.4351145038167939, 0.1984732824427481, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabLength,FIELD_ACCESS, line no: 286, 0.4351145038167939, 0.1984732824427481, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabShift,FIELD_ACCESS, line no: 298, 0.4351145038167939, 0.09923664122137404, 1.0
abs,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.rotation=src.rotation,ASSIGNMENT, line no: 701, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.rotation,FIELD_ACCESS, line no: 701, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,src.rotation,QUALIFIED_NAME, line no: 701, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.cantAngle=src.cantAngle,ASSIGNMENT, line no: 703, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,src.cantAngle,QUALIFIED_NAME, line no: 703, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.thickness=src.thickness,ASSIGNMENT, line no: 705, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.thickness,FIELD_ACCESS, line no: 705, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,src.thickness,QUALIFIED_NAME, line no: 705, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabHeight=src.tabHeight,ASSIGNMENT, line no: 707, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,src.tabHeight,QUALIFIED_NAME, line no: 707, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabLength=src.tabLength,ASSIGNMENT, line no: 708, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,src.tabLength,QUALIFIED_NAME, line no: 708, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabShift=src.tabShift,ASSIGNMENT, line no: 710, 0.4351145038167939, 0.4351145038167939, 1.0
abs,SIMPLE_NAME, line no: 443,src.tabShift,QUALIFIED_NAME, line no: 710, 0.4351145038167939, 0.4351145038167939, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4351145038167939, 0.4351145038167939, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4351145038167939, 0.4351145038167939, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(3 * (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.43410852713178294, 0.43410852713178294, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y1 + y0 * y0 / (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 448, 0.43410852713178294, 0.43410852713178294, 1.0
y0,SIMPLE_NAME, line no: 443,this.cantAngle,FIELD_ACCESS, line no: 203, 0.4318181818181818, 0.20454545454545456, 1.0
y0,SIMPLE_NAME, line no: 443,this.tabHeight,FIELD_ACCESS, line no: 273, 0.4318181818181818, 0.19696969696969696, 1.0
y0,SIMPLE_NAME, line no: 443,this.tabLength,FIELD_ACCESS, line no: 286, 0.4318181818181818, 0.19696969696969696, 1.0
y0,SIMPLE_NAME, line no: 443,this.tabShift,FIELD_ACCESS, line no: 298, 0.4318181818181818, 0.09848484848484848, 1.0
y0,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.rotation=src.rotation,ASSIGNMENT, line no: 701, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.rotation,FIELD_ACCESS, line no: 701, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,src.rotation,QUALIFIED_NAME, line no: 701, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.cantAngle=src.cantAngle,ASSIGNMENT, line no: 703, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,src.cantAngle,QUALIFIED_NAME, line no: 703, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.thickness=src.thickness,ASSIGNMENT, line no: 705, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.thickness,FIELD_ACCESS, line no: 705, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,src.thickness,QUALIFIED_NAME, line no: 705, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.tabHeight=src.tabHeight,ASSIGNMENT, line no: 707, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,src.tabHeight,QUALIFIED_NAME, line no: 707, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.tabLength=src.tabLength,ASSIGNMENT, line no: 708, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,src.tabLength,QUALIFIED_NAME, line no: 708, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,this.tabShift=src.tabShift,ASSIGNMENT, line no: 710, 0.4318181818181818, 0.4318181818181818, 1.0
y0,SIMPLE_NAME, line no: 443,src.tabShift,QUALIFIED_NAME, line no: 710, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.cantAngle,FIELD_ACCESS, line no: 203, 0.4318181818181818, 0.20454545454545456, 1.0
y1,SIMPLE_NAME, line no: 443,this.tabHeight,FIELD_ACCESS, line no: 273, 0.4318181818181818, 0.19696969696969696, 1.0
y1,SIMPLE_NAME, line no: 443,this.tabLength,FIELD_ACCESS, line no: 286, 0.4318181818181818, 0.19696969696969696, 1.0
y1,SIMPLE_NAME, line no: 443,this.tabShift,FIELD_ACCESS, line no: 298, 0.4318181818181818, 0.09848484848484848, 1.0
y1,SIMPLE_NAME, line no: 443,x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1),INFIX_EXPRESSION, line no: 447, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,3 * (y0 + y1),INFIX_EXPRESSION, line no: 447, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,y1 + y0 * y0 / (y0 + y1),INFIX_EXPRESSION, line no: 448, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.rotation=src.rotation,ASSIGNMENT, line no: 701, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.rotation,FIELD_ACCESS, line no: 701, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,src.rotation,QUALIFIED_NAME, line no: 701, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.cantAngle=src.cantAngle,ASSIGNMENT, line no: 703, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,src.cantAngle,QUALIFIED_NAME, line no: 703, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.thickness=src.thickness,ASSIGNMENT, line no: 705, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.thickness,FIELD_ACCESS, line no: 705, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,src.thickness,QUALIFIED_NAME, line no: 705, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.tabHeight=src.tabHeight,ASSIGNMENT, line no: 707, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,src.tabHeight,QUALIFIED_NAME, line no: 707, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.tabLength=src.tabLength,ASSIGNMENT, line no: 708, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,src.tabLength,QUALIFIED_NAME, line no: 708, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,this.tabShift=src.tabShift,ASSIGNMENT, line no: 710, 0.4318181818181818, 0.4318181818181818, 1.0
y1,SIMPLE_NAME, line no: 443,src.tabShift,QUALIFIED_NAME, line no: 710, 0.4318181818181818, 0.4318181818181818, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,front,SIMPLE_NAME, line no: 312, 0.4307692307692308, 0.4153846153846154, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(3 * (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.4307692307692308, 0.4307692307692308, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y1 + y0 * y0 / (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 448, 0.4307692307692308, 0.4307692307692308, 1.0
abs,SIMPLE_NAME, line no: 443,front,SIMPLE_NAME, line no: 312, 0.42748091603053434, 0.4122137404580153, 1.0
abs,SIMPLE_NAME, line no: 443,tabLength / 2,INFIX_EXPRESSION, line no: 319, 0.42748091603053434, 0.42748091603053434, 1.0
abs,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42748091603053434, 0.42748091603053434, 1.0
abs,SIMPLE_NAME, line no: 443,(3 * (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42748091603053434, 0.42748091603053434, 1.0
abs,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 448, 0.42748091603053434, 0.42748091603053434, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,front,SIMPLE_NAME, line no: 312, 0.42748091603053434, 0.4122137404580153, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,(3 * (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42748091603053434, 0.42748091603053434, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,(y1 + y0 * y0 / (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 448, 0.42748091603053434, 0.42748091603053434, 1.0
Math.abs(y0 - y1) < 0.00001,INFIX_EXPRESSION, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3,INFIX_EXPRESSION, line no: 448, 0.4263565891472868, 0.4263565891472868, 1.0
y0,SIMPLE_NAME, line no: 443,front,SIMPLE_NAME, line no: 312, 0.42424242424242425, 0.4090909090909091, 1.0
y0,SIMPLE_NAME, line no: 443,tabLength / 2,INFIX_EXPRESSION, line no: 319, 0.42424242424242425, 0.42424242424242425, 1.0
y0,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42424242424242425, 0.42424242424242425, 1.0
y0,SIMPLE_NAME, line no: 443,(3 * (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42424242424242425, 0.42424242424242425, 1.0
y0,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 448, 0.42424242424242425, 0.42424242424242425, 1.0
y1,SIMPLE_NAME, line no: 443,front,SIMPLE_NAME, line no: 312, 0.42424242424242425, 0.4090909090909091, 1.0
y1,SIMPLE_NAME, line no: 443,tabLength / 2,INFIX_EXPRESSION, line no: 319, 0.42424242424242425, 0.42424242424242425, 1.0
y1,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42424242424242425, 0.42424242424242425, 1.0
y1,SIMPLE_NAME, line no: 443,(3 * (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 447, 0.42424242424242425, 0.42424242424242425, 1.0
y1,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)),PARENTHESIZED_EXPRESSION, line no: 448, 0.42424242424242425, 0.42424242424242425, 1.0
Math.abs(y0 - y1),METHOD_INVOCATION, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3,INFIX_EXPRESSION, line no: 448, 0.4230769230769231, 0.4230769230769231, 1.0
0.00001,NUMBER_LITERAL, line no: 443,front,SIMPLE_NAME, line no: 312, 0.4230769230769231, 0.4076923076923077, 1.0
abs,SIMPLE_NAME, line no: 443,front + tabLength / 2,INFIX_EXPRESSION, line no: 319, 0.4198473282442748, 0.4198473282442748, 1.0
abs,SIMPLE_NAME, line no: 443,getLength() / 2,INFIX_EXPRESSION, line no: 319, 0.4198473282442748, 0.4198473282442748, 1.0
abs,SIMPLE_NAME, line no: 443,front + tabLength,INFIX_EXPRESSION, line no: 323, 0.4198473282442748, 0.4198473282442748, 1.0
abs,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)) / (3 * (y0 + y1)),INFIX_EXPRESSION, line no: 447, 0.4198473282442748, 0.4198473282442748, 1.0
abs,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3,INFIX_EXPRESSION, line no: 448, 0.4198473282442748, 0.4198473282442748, 1.0
y0 - y1,INFIX_EXPRESSION, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3,INFIX_EXPRESSION, line no: 448, 0.4198473282442748, 0.4198473282442748, 1.0
y0,SIMPLE_NAME, line no: 443,front + tabLength / 2,INFIX_EXPRESSION, line no: 319, 0.4166666666666667, 0.4166666666666667, 1.0
y0,SIMPLE_NAME, line no: 443,getLength() / 2,INFIX_EXPRESSION, line no: 319, 0.4166666666666667, 0.4166666666666667, 1.0
y0,SIMPLE_NAME, line no: 443,front + tabLength,INFIX_EXPRESSION, line no: 323, 0.4166666666666667, 0.4166666666666667, 1.0
y0,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)) / (3 * (y0 + y1)),INFIX_EXPRESSION, line no: 447, 0.4166666666666667, 0.4166666666666667, 1.0
y0,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3,INFIX_EXPRESSION, line no: 448, 0.4166666666666667, 0.4166666666666667, 1.0
y1,SIMPLE_NAME, line no: 443,front + tabLength / 2,INFIX_EXPRESSION, line no: 319, 0.4166666666666667, 0.4166666666666667, 1.0
y1,SIMPLE_NAME, line no: 443,getLength() / 2,INFIX_EXPRESSION, line no: 319, 0.4166666666666667, 0.4166666666666667, 1.0
y1,SIMPLE_NAME, line no: 443,front + tabLength,INFIX_EXPRESSION, line no: 323, 0.4166666666666667, 0.4166666666666667, 1.0
y1,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)) / (3 * (y0 + y1)),INFIX_EXPRESSION, line no: 447, 0.4166666666666667, 0.4166666666666667, 1.0
y1,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3,INFIX_EXPRESSION, line no: 448, 0.4166666666666667, 0.4166666666666667, 1.0
abs,SIMPLE_NAME, line no: 443,front + tabLength / 2 - getLength() / 2,INFIX_EXPRESSION, line no: 319, 0.4122137404580153, 0.4122137404580153, 1.0
abs,SIMPLE_NAME, line no: 443,front + tabLength - getLength(),INFIX_EXPRESSION, line no: 323, 0.4122137404580153, 0.4122137404580153, 1.0
abs,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)) / (3 * (y0 + y1)) * da,INFIX_EXPRESSION, line no: 447, 0.4122137404580153, 0.4122137404580153, 1.0
abs,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3 * da,INFIX_EXPRESSION, line no: 448, 0.4122137404580153, 0.4122137404580153, 1.0
y0,SIMPLE_NAME, line no: 443,front + tabLength / 2 - getLength() / 2,INFIX_EXPRESSION, line no: 319, 0.4090909090909091, 0.4090909090909091, 1.0
y0,SIMPLE_NAME, line no: 443,front + tabLength - getLength(),INFIX_EXPRESSION, line no: 323, 0.4090909090909091, 0.4090909090909091, 1.0
y0,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)) / (3 * (y0 + y1)) * da,INFIX_EXPRESSION, line no: 447, 0.4090909090909091, 0.4090909090909091, 1.0
y0,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3 * da,INFIX_EXPRESSION, line no: 448, 0.4090909090909091, 0.4090909090909091, 1.0
y1,SIMPLE_NAME, line no: 443,front + tabLength / 2 - getLength() / 2,INFIX_EXPRESSION, line no: 319, 0.4090909090909091, 0.4090909090909091, 1.0
y1,SIMPLE_NAME, line no: 443,front + tabLength - getLength(),INFIX_EXPRESSION, line no: 323, 0.4090909090909091, 0.4090909090909091, 1.0
y1,SIMPLE_NAME, line no: 443,(x0 * (2 * y0 + y1) + x1 * (y0 + 2 * y1)) / (3 * (y0 + y1)) * da,INFIX_EXPRESSION, line no: 447, 0.4090909090909091, 0.4090909090909091, 1.0
y1,SIMPLE_NAME, line no: 443,(y1 + y0 * y0 / (y0 + y1)) / 3 * da,INFIX_EXPRESSION, line no: 448, 0.4090909090909091, 0.4090909090909091, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabShift=front,ASSIGNMENT, line no: 315, 0.40458015267175573, 0.40458015267175573, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabShift=front + tabLength / 2 - getLength() / 2,ASSIGNMENT, line no: 319, 0.40458015267175573, 0.40458015267175573, 1.0
abs,SIMPLE_NAME, line no: 443,this.tabShift=front + tabLength - getLength(),ASSIGNMENT, line no: 323, 0.40458015267175573, 0.40458015267175573, 1.0
