region.getStop() > markedSites.getStartLocation() + markedSites.getVariantSiteBitSet().length,INFIX_EXPRESSION, line no: 881,isFinished,SIMPLE_NAME, line no: 267, 2.0, 0.22929936305732485, 1.0
markedSites,SIMPLE_NAME, line no: 881,filteredDataConsensusCounter,SIMPLE_NAME, line no: 96, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,filteredDataReadName,SIMPLE_NAME, line no: 97, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,MIN_INDEL_BASE_PROPORTION_TO_TRIGGER_VARIANT,SIMPLE_NAME, line no: 102, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,MIN_BASE_QUAL_TO_COUNT,SIMPLE_NAME, line no: 103, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,downsampleStrategy,SIMPLE_NAME, line no: 106, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,hasIndelQualities,SIMPLE_NAME, line no: 107, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,ConsensusType,SIMPLE_NAME, line no: 114, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,BOTH,SIMPLE_NAME, line no: 117, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,Comparator,SIMPLE_NAME, line no: 149, 0.4906832298136646, 0.2981366459627329, 0.0
markedSites,SIMPLE_NAME, line no: 881,Override,SIMPLE_NAME, line no: 150, 0.4906832298136646, 0.2919254658385093, 0.0
markedSites,SIMPLE_NAME, line no: 881,compare,SIMPLE_NAME, line no: 151, 0.4906832298136646, 0.2919254658385093, 0.0
markedSites,SIMPLE_NAME, line no: 881,read1,SIMPLE_NAME, line no: 151, 0.4906832298136646, 0.2919254658385093, 0.0
markedSites,SIMPLE_NAME, line no: 881,read2,SIMPLE_NAME, line no: 151, 0.4906832298136646, 0.2919254658385093, 0.0
markedSites,SIMPLE_NAME, line no: 881,minAltPValueToTriggerVariant,SIMPLE_NAME, line no: 159, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,minAltProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,minIndelProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,minBaseQual,SIMPLE_NAME, line no: 160, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,minMappingQuality,SIMPLE_NAME, line no: 160, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,1000,NUMBER_LITERAL, line no: 172, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,"Consensus-" + windowNumber + "-",INFIX_EXPRESSION, line no: 185, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,"Consensus-",STRING_LITERAL, line no: 185, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,"-",STRING_LITERAL, line no: 185, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,"Filtered-" + windowNumber + "-",INFIX_EXPRESSION, line no: 188, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,"Filtered-",STRING_LITERAL, line no: 188, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,Math,SIMPLE_NAME, line no: 293, 0.4906832298136646, 0.21739130434782608, 0.0
markedSites,SIMPLE_NAME, line no: 881,updateRegion,SIMPLE_NAME, line no: 325, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,lastPositionMarked,SIMPLE_NAME, line no: 326, 0.4906832298136646, 0.484472049689441, 0.0
markedSites,SIMPLE_NAME, line no: 881,newStartLocation >= this.startLocation + siteIsVariant.length || newStartLocation < this.startLocation,INFIX_EXPRESSION, line no: 329, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,min,SIMPLE_NAME, line no: 337, 0.4906832298136646, 0.2670807453416149, 0.0
markedSites,SIMPLE_NAME, line no: 881,sizeOfMarkedRegion,SIMPLE_NAME, line no: 366, 0.4906832298136646, 0.4782608695652174, 0.0
markedSites,SIMPLE_NAME, line no: 881,stop - windowHeaderStartLocation,INFIX_EXPRESSION, line no: 366, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,locationToProcess,SIMPLE_NAME, line no: 371, 0.4906832298136646, 0.4782608695652174, 0.0
markedSites,SIMPLE_NAME, line no: 881,stop - contextSize,INFIX_EXPRESSION, line no: 371, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,addToSyntheticReads,SIMPLE_NAME, line no: 424, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,SyntheticRead.StrandType,QUALIFIED_NAME, line no: 424, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,finalizeAndAdd,SIMPLE_NAME, line no: 449, 0.4906832298136646, 0.2608695652173913, 0.0
markedSites,SIMPLE_NAME, line no: 881,header.get(start),METHOD_INVOCATION, line no: 547, 0.4906832298136646, 0.4658385093167702, 0.0
markedSites,SIMPLE_NAME, line no: 881,addToFilteredReads,SIMPLE_NAME, line no: 575, 0.4906832298136646, 0.006211180124223602, 0.0
markedSites,SIMPLE_NAME, line no: 881,STRANDLESS,SIMPLE_NAME, line no: 674, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,allReads.stopPerformed,QUALIFIED_NAME, line no: 728, 0.4906832298136646, 0.11801242236024845, 0.0
markedSites,SIMPLE_NAME, line no: 881,downsampleVariantRegion,SIMPLE_NAME, line no: 838, 0.4906832298136646, 0.4906832298136646, 0.0
markedSites,SIMPLE_NAME, line no: 881,allReads.stopPerformed + 1,INFIX_EXPRESSION, line no: 839, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,PriorityQueue,SIMPLE_NAME, line no: 80, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,LinkedList,SIMPLE_NAME, line no: 81, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,contigIndex,SIMPLE_NAME, line no: 84, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,samHeader,SIMPLE_NAME, line no: 85, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,readGroupAttribute,SIMPLE_NAME, line no: 86, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,downsampleCoverage,SIMPLE_NAME, line no: 87, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,runningConsensus,SIMPLE_NAME, line no: 90, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,consensusCounter,SIMPLE_NAME, line no: 91, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,consensusReadName,SIMPLE_NAME, line no: 92, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,filteredDataConsensus,SIMPLE_NAME, line no: 95, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,filteredDataConsensusCounter,SIMPLE_NAME, line no: 96, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,filteredDataReadName,SIMPLE_NAME, line no: 97, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,MIN_INDEL_BASE_PROPORTION_TO_TRIGGER_VARIANT,SIMPLE_NAME, line no: 102, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,MIN_BASE_QUAL_TO_COUNT,SIMPLE_NAME, line no: 103, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,downsampleStrategy,SIMPLE_NAME, line no: 106, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,hasIndelQualities,SIMPLE_NAME, line no: 107, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,ConsensusType,SIMPLE_NAME, line no: 114, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,BOTH,SIMPLE_NAME, line no: 117, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,Comparator,SIMPLE_NAME, line no: 149, 0.4906832298136646, 0.2981366459627329, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,Override,SIMPLE_NAME, line no: 150, 0.4906832298136646, 0.2919254658385093, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,compare,SIMPLE_NAME, line no: 151, 0.4906832298136646, 0.2919254658385093, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,read1,SIMPLE_NAME, line no: 151, 0.4906832298136646, 0.2919254658385093, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,read2,SIMPLE_NAME, line no: 151, 0.4906832298136646, 0.2919254658385093, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,minAltPValueToTriggerVariant,SIMPLE_NAME, line no: 159, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,minAltProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,minIndelProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,minBaseQual,SIMPLE_NAME, line no: 160, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,minMappingQuality,SIMPLE_NAME, line no: 160, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,1000,NUMBER_LITERAL, line no: 172, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,"Consensus-" + windowNumber + "-",INFIX_EXPRESSION, line no: 185, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,"Consensus-",STRING_LITERAL, line no: 185, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,"-",STRING_LITERAL, line no: 185, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,"Filtered-" + windowNumber + "-",INFIX_EXPRESSION, line no: 188, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,"Filtered-",STRING_LITERAL, line no: 188, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,Math,SIMPLE_NAME, line no: 293, 0.4906832298136646, 0.21739130434782608, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,updateRegion,SIMPLE_NAME, line no: 325, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,lastPositionMarked,SIMPLE_NAME, line no: 326, 0.4906832298136646, 0.484472049689441, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,newStartLocation >= this.startLocation + siteIsVariant.length || newStartLocation < this.startLocation,INFIX_EXPRESSION, line no: 329, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,min,SIMPLE_NAME, line no: 337, 0.4906832298136646, 0.2670807453416149, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,sizeOfMarkedRegion,SIMPLE_NAME, line no: 366, 0.4906832298136646, 0.4782608695652174, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,stop - windowHeaderStartLocation,INFIX_EXPRESSION, line no: 366, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,locationToProcess,SIMPLE_NAME, line no: 371, 0.4906832298136646, 0.4782608695652174, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,stop - contextSize,INFIX_EXPRESSION, line no: 371, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,addToSyntheticReads,SIMPLE_NAME, line no: 424, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,SyntheticRead.StrandType,QUALIFIED_NAME, line no: 424, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,finalizeAndAdd,SIMPLE_NAME, line no: 449, 0.4906832298136646, 0.2608695652173913, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,header.get(start),METHOD_INVOCATION, line no: 547, 0.4906832298136646, 0.4658385093167702, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,addToFilteredReads,SIMPLE_NAME, line no: 575, 0.4906832298136646, 0.006211180124223602, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,STRANDLESS,SIMPLE_NAME, line no: 674, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,allReads.stopPerformed,QUALIFIED_NAME, line no: 728, 0.4906832298136646, 0.11801242236024845, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,downsampleVariantRegion,SIMPLE_NAME, line no: 838, 0.4906832298136646, 0.4906832298136646, 0.0
getVariantSiteBitSet,SIMPLE_NAME, line no: 881,allReads.stopPerformed + 1,INFIX_EXPRESSION, line no: 839, 0.4906832298136646, 0.4906832298136646, 0.0
region,SIMPLE_NAME, line no: 881,PriorityQueue,SIMPLE_NAME, line no: 80, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,LinkedList,SIMPLE_NAME, line no: 81, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,contigIndex,SIMPLE_NAME, line no: 84, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,samHeader,SIMPLE_NAME, line no: 85, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,readGroupAttribute,SIMPLE_NAME, line no: 86, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,runningConsensus,SIMPLE_NAME, line no: 90, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,consensusCounter,SIMPLE_NAME, line no: 91, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,consensusReadName,SIMPLE_NAME, line no: 92, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,filteredDataConsensus,SIMPLE_NAME, line no: 95, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,MIN_INDEL_BASE_PROPORTION_TO_TRIGGER_VARIANT,SIMPLE_NAME, line no: 102, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,MIN_BASE_QUAL_TO_COUNT,SIMPLE_NAME, line no: 103, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,downsampleStrategy,SIMPLE_NAME, line no: 106, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,hasIndelQualities,SIMPLE_NAME, line no: 107, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,Comparator,SIMPLE_NAME, line no: 149, 0.49056603773584906, 0.29559748427672955, 0.0
region,SIMPLE_NAME, line no: 881,Override,SIMPLE_NAME, line no: 150, 0.49056603773584906, 0.2893081761006289, 0.0
region,SIMPLE_NAME, line no: 881,compare,SIMPLE_NAME, line no: 151, 0.49056603773584906, 0.2893081761006289, 0.0
region,SIMPLE_NAME, line no: 881,read1,SIMPLE_NAME, line no: 151, 0.49056603773584906, 0.2893081761006289, 0.0
region,SIMPLE_NAME, line no: 881,read2,SIMPLE_NAME, line no: 151, 0.49056603773584906, 0.2893081761006289, 0.0
region,SIMPLE_NAME, line no: 881,minAltPValueToTriggerVariant,SIMPLE_NAME, line no: 159, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,minAltProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,minIndelProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,minBaseQual,SIMPLE_NAME, line no: 160, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,minMappingQuality,SIMPLE_NAME, line no: 160, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,1000,NUMBER_LITERAL, line no: 172, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,"Consensus-" + windowNumber + "-",INFIX_EXPRESSION, line no: 185, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,"Consensus-",STRING_LITERAL, line no: 185, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,"-",STRING_LITERAL, line no: 185, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,"Filtered-" + windowNumber + "-",INFIX_EXPRESSION, line no: 188, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,"Filtered-",STRING_LITERAL, line no: 188, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,result,SIMPLE_NAME, line no: 262, 0.49056603773584906, 0.22012578616352202, 0.0
region,SIMPLE_NAME, line no: 881,max,SIMPLE_NAME, line no: 293, 0.49056603773584906, 0.22012578616352202, 0.0
region,SIMPLE_NAME, line no: 881,newStartLocation >= this.startLocation + siteIsVariant.length || newStartLocation < this.startLocation,INFIX_EXPRESSION, line no: 329, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,stop - windowHeaderStartLocation + contextSize,INFIX_EXPRESSION, line no: 366, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,markedSites.updateRegion(windowHeaderStartLocation sizeOfMarkedRegion),METHOD_INVOCATION, line no: 370, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,Math.min(lastPositionMarked stop - contextSize),METHOD_INVOCATION, line no: 371, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,locationToProcess - windowHeaderStartLocation,INFIX_EXPRESSION, line no: 373, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,int i=locationToProcess,VARIABLE_DECLARATION_EXPRESSION, line no: 376, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,i < stop,INFIX_EXPRESSION, line no: 376, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,ConsensusType.BOTH,QUALIFIED_NAME, line no: 474, 0.49056603773584906, 0.3836477987421384, 0.0
region,SIMPLE_NAME, line no: 881,header.get(start).getLocation(),METHOD_INVOCATION, line no: 547, 0.49056603773584906, 0.46540880503144655, 0.0
region,SIMPLE_NAME, line no: 881,filteredDataReadName + filteredDataConsensusCounter++,INFIX_EXPRESSION, line no: 674, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,filteredDataConsensusCounter++,POSTFIX_EXPRESSION, line no: 674, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,SyntheticRead.StrandType.STRANDLESS,QUALIFIED_NAME, line no: 674, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,compressVariantRegion,SIMPLE_NAME, line no: 715, 0.49056603773584906, 0.006289308176100629, 0.0
region,SIMPLE_NAME, line no: 881,allReads.reads,QUALIFIED_NAME, line no: 727, 0.49056603773584906, 0.11949685534591195, 0.0
region,SIMPLE_NAME, line no: 881,downsampleCoverage > 0,INFIX_EXPRESSION, line no: 838, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,downsampleVariantRegion(allReads.reads),METHOD_INVOCATION, line no: 838, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,addToSyntheticReads(windowHeader 0 allReads.stopPerformed + 1 SyntheticRead.StrandType.STRANDLESS),METHOD_INVOCATION, line no: 839, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,addToFilteredReads(windowHeader 0 allReads.stopPerformed + 1),METHOD_INVOCATION, line no: 840, 0.49056603773584906, 0.49056603773584906, 0.0
region,SIMPLE_NAME, line no: 881,finalizeAndAdd(ConsensusType.BOTH),METHOD_INVOCATION, line no: 841, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,PriorityQueue,SIMPLE_NAME, line no: 80, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,LinkedList,SIMPLE_NAME, line no: 81, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,samHeader,SIMPLE_NAME, line no: 85, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,readGroupAttribute,SIMPLE_NAME, line no: 86, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,runningConsensus,SIMPLE_NAME, line no: 90, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,consensusReadName,SIMPLE_NAME, line no: 92, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,filteredDataConsensus,SIMPLE_NAME, line no: 95, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,MIN_INDEL_BASE_PROPORTION_TO_TRIGGER_VARIANT,SIMPLE_NAME, line no: 102, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,downsampleStrategy,SIMPLE_NAME, line no: 106, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,hasIndelQualities,SIMPLE_NAME, line no: 107, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,Comparator,SIMPLE_NAME, line no: 149, 0.49056603773584906, 0.29559748427672955, 0.0
getStop,SIMPLE_NAME, line no: 881,Override,SIMPLE_NAME, line no: 150, 0.49056603773584906, 0.2893081761006289, 0.0
getStop,SIMPLE_NAME, line no: 881,read1,SIMPLE_NAME, line no: 151, 0.49056603773584906, 0.2893081761006289, 0.0
getStop,SIMPLE_NAME, line no: 881,read2,SIMPLE_NAME, line no: 151, 0.49056603773584906, 0.2893081761006289, 0.0
getStop,SIMPLE_NAME, line no: 881,minAltPValueToTriggerVariant,SIMPLE_NAME, line no: 159, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,minAltProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,minIndelProportionToTriggerVariant,SIMPLE_NAME, line no: 159, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,"Consensus-" + windowNumber + "-",INFIX_EXPRESSION, line no: 185, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,"Consensus-",STRING_LITERAL, line no: 185, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,"-",STRING_LITERAL, line no: 185, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,"Filtered-" + windowNumber + "-",INFIX_EXPRESSION, line no: 188, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,"Filtered-",STRING_LITERAL, line no: 188, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,result,SIMPLE_NAME, line no: 262, 0.49056603773584906, 0.22012578616352202, 0.0
getStop,SIMPLE_NAME, line no: 881,newStartLocation >= this.startLocation + siteIsVariant.length || newStartLocation < this.startLocation,INFIX_EXPRESSION, line no: 329, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,i < stop,INFIX_EXPRESSION, line no: 376, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,ConsensusType.BOTH,QUALIFIED_NAME, line no: 474, 0.49056603773584906, 0.3836477987421384, 0.0
getStop,SIMPLE_NAME, line no: 881,filteredDataReadName + filteredDataConsensusCounter++,INFIX_EXPRESSION, line no: 674, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,SyntheticRead.StrandType.STRANDLESS,QUALIFIED_NAME, line no: 674, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,compressVariantRegion,SIMPLE_NAME, line no: 715, 0.49056603773584906, 0.006289308176100629, 0.0
getStop,SIMPLE_NAME, line no: 881,allReads.reads,QUALIFIED_NAME, line no: 727, 0.49056603773584906, 0.11949685534591195, 0.0
getStop,SIMPLE_NAME, line no: 881,downsampleCoverage > 0,INFIX_EXPRESSION, line no: 838, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,downsampleVariantRegion(allReads.reads),METHOD_INVOCATION, line no: 838, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,addToSyntheticReads(windowHeader 0 allReads.stopPerformed + 1 SyntheticRead.StrandType.STRANDLESS),METHOD_INVOCATION, line no: 839, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,addToFilteredReads(windowHeader 0 allReads.stopPerformed + 1),METHOD_INVOCATION, line no: 840, 0.49056603773584906, 0.49056603773584906, 0.0
getStop,SIMPLE_NAME, line no: 881,finalizeAndAdd(ConsensusType.BOTH),METHOD_INVOCATION, line no: 841, 0.49056603773584906, 0.49056603773584906, 0.0
markedSites.getStartLocation(),METHOD_INVOCATION, line no: 881,PriorityQueue,SIMPLE_NAME, line no: 80, 0.49056603773584906, 0.006289308176100629, 0.0
